행정구역,2020년04월_총인구수,Column1
인천광역시 계양구 효성2동(2824560200),30562,
인천광역시 계양구 계산1동(2824561100),20406,
인천광역시 계양구 계산2동(2824561200),16248,
인천광역시 계양구 계산3동(2824561300),20398,
인천광역시 계양구 계산4동(2824561400),23974,
인천광역시 계양구 작전1동(2824562100),29179,
인천광역시 계양구 작전2동(2824562200),19477,
인천광역시 계양구 작전서운동(2824564000),31310,
인천광역시 계양구 계양1동(2824571000),21745,
인천광역시 계양구 계양2동(2824572000),35189,
인천광역시 계양구 계양3동(2824573000),26600,
인천광역시 서구 (2826000000),543994,
인천광역시 서구 검암경서동(2826051500),46341,
인천광역시 서구 연희동(2826053000),42128,
인천광역시 서구 청라1동(2826053600),31505,
인천광역시 서구 청라2동(2826053700),49181,
인천광역시 서구 청라3동(2826053900),27101,
인천광역시 서구 가정1동(2826054200),28533,
인천광역시 서구 가정2동(2826054300),6701,
인천광역시 서구 가정3동(2826054400),10062,
인천광역시 서구 석남1동(2826055000),22989,
인천광역시 서구 석남2동(2826056000),13738,
인천광역시 서구 석남3동(2826056100),15085,
인천광역시 서구 신현원창동(2826057500),32596,
인천광역시 서구 가좌1동(2826058000),12089,
인천광역시 서구 가좌2동(2826059000),20815,
인천광역시 서구 가좌3동(2826060000),16624,
인천광역시 서구 가좌4동(2826061000),10977,
인천광역시 서구 검단동(2826068000),33234,
인천광역시 서구 불로대곡동(2826069000),22954,
인천광역시 서구 원당동(2826070000),24534,
인천광역시 서구 당하동(2826071000),28506,
인천광역시 서구 오류왕길동(2826072000),24858,
인천광역시 서구 마전동(2826073000),23443,
인천광역시 강화군 (2871000000),69030,
인천광역시 강화군 강화읍(2871025000),22749,
인천광역시 강화군 선원면(2871031000),7737,
인천광역시 강화군 불은면(2871032000),4882,
인천광역시 강화군 길상면(2871033000),6931,
인천광역시 강화군 화도면(2871034000),4481,
인천광역시 강화군 양도면(2871035000),4192,
인천광역시 강화군 내가면(2871036000),3108,
인천광역시 강화군 하점면(2871037000),4091,
인천광역시 강화군 양사면(2871038000),1857,
인천광역시 강화군 송해면(2871039000),3175,
인천광역시 강화군 교동면(2871040000),2923,
인천광역시 강화군 삼산면(2871041000),2261,
인천광역시 강화군 서도면(2871042000),380,
인천광역시 강화군 서도면볼음출장소(2871042500),263,
인천광역시 옹진군 (2872000000),20355,
인천광역시 옹진군 북도면(2872031000),1162,
인천광역시 옹진군 북도면장봉출장소(2872031500),1000,
인천광역시 옹진군 백령면(2872033000),5203,
인천광역시 옹진군 대청면(2872034000),1234,
인천광역시 옹진군 대청면소청출장소(2872034500),237,
인천광역시 옹진군 덕적면(2872035000),1909,
인천광역시 옹진군 영흥면(2872036000),6256,
인천광역시 옹진군 자월면(2872037000),917,
인천광역시 옹진군 자월면이작출장소(2872037500),379,
인천광역시 옹진군 연평면(2872038000),2058,
광주광역시  (2900000000),1456096,
광주광역시 동구 (2911000000),98622,
광주광역시 동구 충장동(2911052500),4489,
광주광역시 동구 동명동(2911054500),3775,
광주광역시 동구 계림1동(2911056000),6008,
광주광역시 동구 계림2동(2911057000),8145,
광주광역시 동구 산수1동(2911059000),8942,
광주광역시 동구 산수2동(2911060000),10615,
광주광역시 동구 지산1동(2911062000),4404,
광주광역시 동구 지산2동(2911063000),4818,
광주광역시 동구 서남동(2911065500),3178,
광주광역시 동구 학동(2911068500),8409,
광주광역시 동구 학운동(2911071000),12193,
광주광역시 동구 지원1동(2911073000),8199,
광주광역시 동구 지원2동(2911074000),15447,
광주광역시 서구 (2914000000),300093,
광주광역시 서구 양동(2914057500),4158,
광주광역시 서구 양3동(2914059000),4854,
광주광역시 서구 농성1동(2914065000),11223,
광주광역시 서구 농성2동(2914066000),5232,
광주광역시 서구 광천동(2914073000),8947,
광주광역시 서구 유덕동(2914074000),10859,
광주광역시 서구 치평동(2914074500),30786,
광주광역시 서구 상무1동(2914075100),25055,
광주광역시 서구 상무2동(2914075200),24319,
광주광역시 서구 화정1동(2914076000),15864,
광주광역시 서구 화정2동(2914077000),21291,
광주광역시 서구 화정3동(2914078000),10594,
광주광역시 서구 화정4동(2914079000),16113,
광주광역시 서구 서창동(2914080000),5554,
광주광역시 서구 금호1동(2914082100),21017,
광주광역시 서구 금호2동(2914082400),29448,
광주광역시 서구 풍암동(2914083000),38078,
광주광역시 서구 동천동(2914084000),16701,
광주광역시 남구 (2915500000),217543,
광주광역시 남구 양림동(2915551000),7527,
광주광역시 남구 방림1동(2915552000),7178,
광주광역시 남구 방림2동(2915553000),9363,
광주광역시 남구 봉선1동(2915553700),14826,
광주광역시 남구 봉선2동(2915553800),29623,
광주광역시 남구 사직동(2915554500),5545,
광주광역시 남구 월산동(2915560500),7842,
광주광역시 남구 월산4동(2915563000),9095,
광주광역시 남구 월산5동(2915564000),6737,
광주광역시 남구 백운1동(2915567000),12795,
광주광역시 남구 백운2동(2915568000),6241,
광주광역시 남구 주월1동(2915569000),19924,
광주광역시 남구 주월2동(2915570000),8562,
광주광역시 남구 효덕동(2915571000),46992,
광주광역시 남구 송암동(2915572000),19637,
광주광역시 남구 대촌동(2915573000),5656,
광주광역시 북구 (2917000000),433057,
광주광역시 북구 중흥1동(2917051000),5053,
광주광역시 북구 중흥2동(2917052000),6976,
광주광역시 북구 중흥3동(2917053000),5034,
광주광역시 북구 중앙동(2917055500),3318,
광주광역시 북구 임동(2917057000),8167,
광주광역시 북구 신안동(2917058000),11510,
광주광역시 북구 용봉동(2917059000),38358,
광주광역시 북구 운암1동(2917060100),19818,
광주광역시 북구 운암2동(2917060200),12717,
광주광역시 북구 운암3동(2917060300),14470,
광주광역시 북구 동림동(2917061500),23541,
광주광역시 북구 우산동(2917062000),11011,
광주광역시 북구 풍향동(2917063500),6154,
광주광역시 북구 문화동(2917065000),19203,
광주광역시 북구 문흥1동(2917065600),16768,
광주광역시 북구 문흥2동(2917065700),16531,
광주광역시 북구 두암1동(2917066100),8115,
광주광역시 북구 두암2동(2917066200),16863,
광주광역시 북구 두암3동(2917066300),14185,
광주광역시 북구 삼각동(2917066600),14621,
광주광역시 북구 일곡동(2917066900),30978,
광주광역시 북구 매곡동(2917067300),14417,
광주광역시 북구 오치1동(2917067600),11775,
광주광역시 북구 오치2동(2917067700),12978,
광주광역시 북구 석곡동(2917068500),2714,
광주광역시 북구 건국동(2917069500),52287,
광주광역시 북구 양산동(2917069600),35495,
광주광역시 광산구 (2920000000),406781,
광주광역시 광산구 송정1동(2920051500),11303,
광주광역시 광산구 송정2동(2920052500),6723,
광주광역시 광산구 도산동(2920054000),16138,
광주광역시 광산구 신흥동(2920055000),4778,
광주광역시 광산구 어룡동(2920056500),32587,
광주광역시 광산구 우산동(2920058000),26176,
광주광역시 광산구 월곡1동(2920060000),11687,
광주광역시 광산구 월곡2동(2920061000),16551,
광주광역시 광산구 비아동(2920062000),7326,
광주광역시 광산구 첨단1동(2920062400),26710,
광주광역시 광산구 첨단2동(2920062600),44000,
광주광역시 광산구 신가동(2920063000),21306,
광주광역시 광산구 운남동(2920063500),32056,
광주광역시 광산구 수완동(2920063700),78471,
광주광역시 광산구 하남동(2920064000),23347,
광주광역시 광산구 임곡동(2920065000),2165,
광주광역시 광산구 동곡동(2920066000),1963,
광주광역시 광산구 평동(2920067000),4048,
광주광역시 광산구 삼도동(2920068000),2270,
광주광역시 광산구 본량동(2920069000),2087,
광주광역시 광산구 신창동(2920070000),35089,
대전광역시  (3000000000),1471650,
대전광역시 동구 (3011000000),225094,
대전광역시 동구 중앙동(3011051500),5033,
대전광역시 동구 효동(3011053000),26167,
대전광역시 동구 신인동(3011054500),12549,
대전광역시 동구 판암1동(3011055100),12807,
대전광역시 동구 판암2동(3011055200),8877,
대전광역시 동구 용운동(3011056000),16863,
대전광역시 동구 대동(3011058500),15478,
대전광역시 동구 자양동(3011059000),10603,
대전광역시 동구 가양1동(3011062000),14097,
대전광역시 동구 가양2동(3011063000),18989,
대전광역시 동구 용전동(3011064000),20867,
대전광역시 동구 성남동(3011066500),12599,
대전광역시 동구 홍도동(3011067000),11206,
대전광역시 동구 삼성동(3011069500),14872,
대전광역시 동구 대청동(3011072500),2567,
대전광역시 동구 산내동(3011074000),21520,
대전광역시 중구 (3014000000),239361,
대전광역시 중구 은행선화동(3014053500),17060,
대전광역시 중구 목동(3014055000),14921,
대전광역시 중구 중촌동(3014056000),13751,
대전광역시 중구 대흥동(3014057500),14151,
대전광역시 중구 문창동(3014060500),4779,
대전광역시 중구 석교동(3014062000),16060,
대전광역시 중구 대사동(3014063000),5532,
대전광역시 중구 부사동(3014064000),6905,
대전광역시 중구 용두동(3014065500),10022,
대전광역시 중구 오류동(3014067000),10558,
대전광역시 중구 태평1동(3014068000),13852,
대전광역시 중구 태평2동(3014069000),26811,
대전광역시 중구 유천1동(3014070000),6758,
대전광역시 중구 유천2동(3014071000),13933,
대전광역시 중구 문화1동(3014072000),23041,
대전광역시 중구 문화2동(3014073000),13081,
대전광역시 중구 산성동(3014074000),28146,
대전광역시 서구 (3017000000),481304,
대전광역시 서구 복수동(3017051000),22810,
대전광역시 서구 도마1동(3017052000),15172,
대전광역시 서구 도마2동(3017053000),18524,
대전광역시 서구 정림동(3017053500),16870,
대전광역시 서구 변동(3017054000),16529,
대전광역시 서구 용문동(3017055000),12857,
대전광역시 서구 탄방동(3017055500),25889,
대전광역시 서구 괴정동(3017056000),19178,
대전광역시 서구 가장동(3017057000),12561,
대전광역시 서구 내동(3017057500),24249,
대전광역시 서구 갈마1동(3017058100),21972,
대전광역시 서구 갈마2동(3017058200),25254,
대전광역시 서구 월평1동(3017058600),11144,
대전광역시 서구 월평2동(3017058700),15380,
대전광역시 서구 월평3동(3017058800),22317,
대전광역시 서구 가수원동(3017059000),41348,
대전광역시 서구 관저1동(3017059600),15866,
대전광역시 서구 관저2동(3017059700),51212,
대전광역시 서구 기성동(3017060000),3845,
대전광역시 서구 둔산1동(3017063000),17259,
대전광역시 서구 둔산2동(3017064000),37168,
대전광역시 서구 만년동(3017065000),13357,
대전광역시 서구 둔산3동(3017066000),20543,
대전광역시 유성구 (3020000000),350439,
대전광역시 유성구 진잠동(3020052000),35462,
대전광역시 유성구 온천1동(3020053000),34114,
대전광역시 유성구 온천2동(3020054000),40087,
대전광역시 유성구 노은1동(3020054600),22304,
대전광역시 유성구 노은2동(3020054700),25127,
대전광역시 유성구 노은3동(3020054800),36635,
대전광역시 유성구 신성동(3020055000),25516,
대전광역시 유성구 전민동(3020057000),27377,
대전광역시 유성구 구즉동(3020058000),28249,
대전광역시 유성구 관평동(3020060000),29033,
대전광역시 유성구 원신흥동(3020061000),46535,
대전광역시 대덕구 (3023000000),175452,
대전광역시 대덕구 오정동(3023051000),15058,
대전광역시 대덕구 대화동(3023052000),7483,
대전광역시 대덕구 회덕동(3023052500),13787,
대전광역시 대덕구 비래동(3023053300),16967,
대전광역시 대덕구 송촌동(3023054300),28513,
대전광역시 대덕구 중리동(3023054600),20031,
대전광역시 대덕구 신탄진동(3023055000),11296,
대전광역시 대덕구 석봉동(3023056000),14441,
대전광역시 대덕구 덕암동(3023057000),14007,
대전광역시 대덕구 목상동(3023058000),6904,
대전광역시 대덕구 법1동(3023060000),9938,
대전광역시 대덕구 법2동(3023061000),17027,
울산광역시  (3100000000),1144098,
울산광역시 중구 (3111000000),221125,
울산광역시 중구 학성동(3111051000),10293,
울산광역시 중구 반구1동(3111052000),17570,
울산광역시 중구 반구2동(3111053000),8973,
울산광역시 중구 복산1동(3111054000),4949,
울산광역시 중구 복산2동(3111055000),11460,
울산광역시 중구 중앙동(3111058500),13806,
울산광역시 중구 우정동(3111059000),20301,
울산광역시 중구 태화동(3111060000),34241,
울산광역시 중구 다운동(3111061000),23598,
울산광역시 중구 병영1동(3111062000),22879,
울산광역시 중구 병영2동(3111063000),20701,
울산광역시 중구 약사동(3111064000),11079,
울산광역시 중구 성안동(3111065000),21275,
울산광역시 남구 (3114000000),323230,
울산광역시 남구 신정1동(3114051000),19115,
울산광역시 남구 신정2동(3114052000),25221,
울산광역시 남구 신정3동(3114053000),16326,
울산광역시 남구 신정4동(3114054000),22864,
울산광역시 남구 신정5동(3114055000),8848,
울산광역시 남구 달동(3114056000),27593,
울산광역시 남구 삼산동(3114057000),48892,
울산광역시 남구 삼호동(3114058500),21692,
울산광역시 남구 무거동(3114059500),32715,
울산광역시 남구 옥동(3114060000),26614,
울산광역시 남구 대현동(3114062500),30893,
울산광역시 남구 수암동(3114063500),16920,
울산광역시 남구 선암동(3114064000),14926,
울산광역시 남구 야음장생포동(3114067000),10611,
울산광역시 동구 (3117000000),158323,
울산광역시 동구 방어동(3117051000),40538,
울산광역시 동구 일산동(3117052000),5858,
울산광역시 동구 화정동(3117053000),20350,
울산광역시 동구 대송동(3117054000),11968,
울산광역시 동구 전하1동(3117055000),15054,
울산광역시 동구 전하2동(3117056000),21146,
울산광역시 동구 남목1동(3117058000),9038,
울산광역시 동구 남목2동(3117059000),21997,
울산광역시 동구 남목3동(3117060000),12374,
울산광역시 북구 (3120000000),218364,
울산광역시 북구 농소1동(3120051000),37633,
울산광역시 북구 농소2동(3120052000),40039,
울산광역시 북구 농소3동(3120053000),39430,
울산광역시 북구 강동동(3120054000),16297,
울산광역시 북구 효문동(3120056000),30023,
울산광역시 북구 송정동(3120057000),34483,
울산광역시 북구 양정동(3120058000),10161,
울산광역시 북구 염포동(3120059000),10298,
울산광역시 울주군 (3171000000),223056,
울산광역시 울주군 온산읍(3171025000),20450,
울산광역시 울주군 언양읍(3171025300),28486,
울산광역시 울주군 온양읍(3171025600),28773,
울산광역시 울주군 범서읍(3171025900),71347,
울산광역시 울주군 청량읍(3171026200),19417,
울산광역시 울주군 서생면(3171031000),8527,
울산광역시 울주군 웅촌면(3171034000),7812,
울산광역시 울주군 두동면(3171036000),4211,
울산광역시 울주군 두서면(3171037000),3158,
울산광역시 울주군 상북면(3171038000),7941,
울산광역시 울주군 삼남면(3171039000),21132,
울산광역시 울주군 삼동면(3171040000),1802,
세종특별자치시  (3600000000),345216,
세종특별자치시  (3611000000),345216,
세종특별자치시  조치원읍(3611025000),43126,
세종특별자치시  연기면(3611031000),2596,
세종특별자치시  연동면(3611032000),3195,
세종특별자치시  부강면(3611033000),6168,
세종특별자치시  금남면(3611034000),8723,
세종특별자치시  장군면(3611035000),6279,
세종특별자치시  연서면(3611036000),7499,
세종특별자치시  전의면(3611037000),5794,
세종특별자치시  전동면(3611038000),3682,
세종특별자치시  소정면(3611039000),2503,
세종특별자치시  한솔동(3611051000),19528,
세종특별자치시  새롬동(3611051500),54563,
세종특별자치시  도담동(3611052000),32329,
세종특별자치시  아름동(3611053000),23814,
세종특별자치시  종촌동(3611054000),30019,
세종특별자치시  고운동(3611055000),34257,
세종특별자치시  소담동(3611055500),30899,
세종특별자치시  보람동(3611056000),19597,
세종특별자치시  대평동(3611057000),10645,
경기도  (4100000000),13311254,
경기도 수원시 (4111000000),1192622,
경기도 수원시 장안구 (4111100000),276611,
경기도 수원시 장안구 파장동(4111156000),23825,
경기도 수원시 장안구 율천동(4111156600),43338,
경기도 수원시 장안구 정자1동(4111157100),30322,
경기도 수원시 장안구 정자2동(4111157200),30445,
경기도 수원시 장안구 정자3동(4111157300),43339,
경기도 수원시 장안구 영화동(4111158000),20447,
경기도 수원시 장안구 송죽동(4111159100),19904,
경기도 수원시 장안구 조원1동(4111159700),29130,
경기도 수원시 장안구 조원2동(4111159800),19412,
경기도 수원시 장안구 연무동(4111160000),16449,
경기도 수원시 권선구 (4111300000),370955,
경기도 수원시 권선구 세류1동(4111352000),10583,
경기도 수원시 권선구 세류2동(4111353000),23960,
경기도 수원시 권선구 세류3동(4111354000),19778,
경기도 수원시 권선구 평동(4111355000),40767,
경기도 수원시 권선구 서둔동(4111356000),38673,
경기도 수원시 권선구 구운동(4111365000),25137,
경기도 수원시 권선구 금곡동(4111366200),45900,
경기도 수원시 권선구 호매실동(4111366400),46243,
경기도 수원시 권선구 권선1동(4111367000),24871,
경기도 수원시 권선구 권선2동(4111368000),50190,
경기도 수원시 권선구 곡선동(4111369000),27802,
경기도 수원시 권선구 입북동(4111370000),17051,
경기도 수원시 팔달구 (4111500000),175446,
경기도 수원시 팔달구 매교동(4111565000),5945,
경기도 수원시 팔달구 매산동(4111566000),10695,
경기도 수원시 팔달구 고등동(4111567000),9183,
경기도 수원시 팔달구 화서1동(4111568000),23495,
경기도 수원시 팔달구 화서2동(4111569000),27090,
경기도 수원시 팔달구 지동(4111570000),11620,
경기도 수원시 팔달구 우만1동(4111571000),20947,
경기도 수원시 팔달구 우만2동(4111572000),17439,
경기도 수원시 팔달구 인계동(4111573000),38080,
경기도 수원시 팔달구 행궁동(4111574000),10952,
경기도 수원시 영통구 (4111700000),369610,
경기도 수원시 영통구 매탄1동(4111751000),18781,
경기도 수원시 영통구 매탄2동(4111752000),15379,
경기도 수원시 영통구 매탄3동(4111753000),36557,
경기도 수원시 영통구 매탄4동(4111754000),22335,
경기도 수원시 영통구 원천동(4111755000),39239,
경기도 수원시 영통구 영통1동(4111757000),36390,
경기도 수원시 영통구 영통2동(4111758000),26598,
경기도 수원시 영통구 영통3동(4111758500),33051,
경기도 수원시 영통구 망포1동(4111759300),31907,
경기도 수원시 영통구 망포2동(4111759600),28396,
경기도 수원시 영통구 광교1동(4111760000),52777,
경기도 수원시 영통구 광교2동(4111761000),28200,
경기도 성남시 (4113000000),941527,
경기도 성남시 수정구 (4113100000),234653,
경기도 성남시 수정구 신흥1동(4113151000),13530,
경기도 성남시 수정구 신흥2동(4113152000),9887,
경기도 성남시 수정구 신흥3동(4113153000),11142,
경기도 성남시 수정구 태평1동(4113154000),15779,
경기도 성남시 수정구 태평2동(4113155000),15999,
경기도 성남시 수정구 태평3동(4113156000),13804,
경기도 성남시 수정구 태평4동(4113156100),13880,
경기도 성남시 수정구 수진1동(4113157000),12746,
경기도 성남시 수정구 수진2동(4113158000),16479,
경기도 성남시 수정구 단대동(4113159000),16180,
경기도 성남시 수정구 산성동(4113160000),13047,
경기도 성남시 수정구 양지동(4113161000),10143,
경기도 성남시 수정구 복정동(4113162000),11533,
경기도 성남시 수정구 위례동(4113162500),45802,
경기도 성남시 수정구 신촌동(4113163000),4813,
경기도 성남시 수정구 고등동(4113164000),6579,
경기도 성남시 수정구 시흥동(4113165000),3310,
경기도 성남시 중원구 (4113300000),219155,
경기도 성남시 중원구 성남동(4113351000),33677,
경기도 성남시 중원구 중앙동(4113352500),14354,
경기도 성남시 중원구 금광1동(4113353000),7164,
경기도 성남시 중원구 금광2동(4113354000),25147,
경기도 성남시 중원구 은행1동(4113355000),10925,
경기도 성남시 중원구 은행2동(4113356000),25085,
경기도 성남시 중원구 상대원1동(4113357000),26268,
경기도 성남시 중원구 상대원2동(4113358000),14271,
경기도 성남시 중원구 상대원3동(4113359000),12900,
경기도 성남시 중원구 하대원동(4113366000),21345,
경기도 성남시 중원구 도촌동(4113367000),28019,
경기도 성남시 분당구 (4113500000),487719,
경기도 성남시 분당구 분당동(4113551000),26868,
경기도 성남시 분당구 수내1동(4113552000),18194,
경기도 성남시 분당구 수내2동(4113553000),10773,
경기도 성남시 분당구 수내3동(4113554000),14316,
경기도 성남시 분당구 정자동(4113554500),20047,
경기도 성남시 분당구 정자1동(4113555000),31242,
경기도 성남시 분당구 정자2동(4113556000),16297,
경기도 성남시 분당구 정자3동(4113557000),15811,
경기도 성남시 분당구 서현1동(4113558000),32559,
경기도 성남시 분당구 서현2동(4113559000),18936,
경기도 성남시 분당구 이매1동(4113560000),26239,
경기도 성남시 분당구 이매2동(4113561000),14071,
경기도 성남시 분당구 야탑1동(4113562000),17900,
경기도 성남시 분당구 야탑2동(4113563000),17082,
경기도 성남시 분당구 야탑3동(4113564000),29689,
경기도 성남시 분당구 판교동(4113565000),23985,
경기도 성남시 분당구 삼평동(4113565500),24945,
경기도 성남시 분당구 백현동(4113565700),28108,
경기도 성남시 분당구 금곡동(4113566200),29160,
경기도 성남시 분당구 구미1동(4113566500),17967,
경기도 성남시 분당구 구미동(4113567000),31893,
경기도 성남시 분당구 운중동(4113568000),21637,
경기도 의정부시 (4115000000),454222,
경기도 의정부시 의정부1동(4115051000),31139,
경기도 의정부시 의정부2동(4115052000),31737,
경기도 의정부시 호원1동(4115054500),36439,
경기도 의정부시 호원2동(4115055500),35664,
경기도 의정부시 장암동(4115056100),20678,
경기도 의정부시 신곡1동(4115056700),44921,
경기도 의정부시 신곡2동(4115056800),44311,
경기도 의정부시 송산1동(4115057300),32921,
경기도 의정부시 송산2동(4115057600),34341,
경기도 의정부시 송산3동(4115057800),45860,
경기도 의정부시 자금동(4115058000),27792,
경기도 의정부시 가능동(4115059500),26439,
경기도 의정부시 흥선동(4115061500),19478,
경기도 의정부시 녹양동(4115062000),22502,
경기도 안양시 (4117000000),561069,
경기도 안양시 만안구 (4117100000),241999,
경기도 안양시 만안구 안양1동(4117151000),12791,
경기도 안양시 만안구 안양2동(4117152000),21661,
경기도 안양시 만안구 안양3동(4117153000),16813,
경기도 안양시 만안구 안양4동(4117154000),7292,
경기도 안양시 만안구 안양5동(4117155000),13155,
경기도 안양시 만안구 안양6동(4117156000),20035,
경기도 안양시 만안구 안양7동(4117157000),16028,
경기도 안양시 만안구 안양8동(4117158000),11175,
경기도 안양시 만안구 안양9동(4117158100),17613,
경기도 안양시 만안구 석수1동(4117159000),20090,
경기도 안양시 만안구 석수2동(4117160000),32621,
경기도 안양시 만안구 석수3동(4117161000),13951,
경기도 안양시 만안구 박달1동(4117162100),15544,
경기도 안양시 만안구 박달2동(4117163000),23230,
경기도 안양시 동안구 (4117300000),319070,
경기도 안양시 동안구 비산1동(4117351000),21941,
경기도 안양시 동안구 비산2동(4117352000),11231,
경기도 안양시 동안구 비산3동(4117353000),22755,
경기도 안양시 동안구 부흥동(4117354000),17872,
경기도 안양시 동안구 달안동(4117354600),11307,
경기도 안양시 동안구 관양1동(4117355000),37446,
경기도 안양시 동안구 관양2동(4117356000),19458,
경기도 안양시 동안구 부림동(4117356600),27507,
경기도 안양시 동안구 평촌동(4117357000),15430,
경기도 안양시 동안구 평안동(4117357600),24349,
경기도 안양시 동안구 귀인동(4117357800),17022,
경기도 안양시 동안구 호계1동(4117358000),8168,
경기도 안양시 동안구 호계2동(4117359000),21853,
경기도 안양시 동안구 호계3동(4117360000),22298,
경기도 안양시 동안구 범계동(4117361000),15644,
경기도 안양시 동안구 신촌동(4117362000),13407,
경기도 안양시 동안구 갈산동(4117363000),11382,
경기도 부천시 (4119000000),826845,
경기도 부천시 심곡동(4119060300),65159,
경기도 부천시 부천동(4119060600),90974,
경기도 부천시 중동(4119061000),42379,
경기도 부천시 신중동(4119074200),132384,
경기도 부천시 상동(4119074400),87645,
경기도 부천시 대산동(4119074600),83123,
경기도 부천시 소사본동(4119075000),57029,
경기도 부천시 범안동(4119079500),96488,
경기도 부천시 성곡동(4119080000),85676,
경기도 부천시 오정동(4119083000),85988,
경기도 광명시 (4121000000),315745,
경기도 광명시 광명1동(4121051000),6591,
경기도 광명시 광명2동(4121052000),8703,
경기도 광명시 광명3동(4121054000),9817,
경기도 광명시 광명4동(4121055000),14223,
경기도 광명시 광명5동(4121056000),14748,
경기도 광명시 광명6동(4121057000),11024,
경기도 광명시 광명7동(4121058000),17143,
경기도 광명시 철산1동(4121059000),12948,
경기도 광명시 철산2동(4121060000),13298,
경기도 광명시 철산3동(4121061000),33119,
경기도 광명시 철산4동(4121062000),13699,
경기도 광명시 하안1동(4121063100),26670,
경기도 광명시 하안2동(4121063200),14393,
경기도 광명시 하안3동(4121063300),21110,
경기도 광명시 하안4동(4121063400),12895,
경기도 광명시 소하1동(4121064000),32332,
경기도 광명시 소하2동(4121065000),50755,
경기도 광명시 학온동(4121066000),2277,
경기도 평택시 (4122000000),520649,
경기도 평택시 팽성읍(4122025000),27495,
경기도 평택시 안중읍(4122025300),43796,
경기도 평택시 포승읍(4122025600),23979,
경기도 평택시 청북읍(4122025900),25787,
경기도 평택시 진위면(4122031000),11409,
경기도 평택시 서탄면(4122032000),3645,
경기도 평택시 고덕면(4122033000),18374,
경기도 평택시 오성면(4122034000),6757,
경기도 평택시 현덕면(4122037000),5420,
경기도 평택시 중앙동(4122051000),43997,
경기도 평택시 서정동(4122052000),26185,
경기도 평택시 송탄동(4122053500),19271,
경기도 평택시 지산동(4122055000),12020,
경기도 평택시 송북동(4122056000),21985,
경기도 평택시 신장1동(4122057000),7104,
경기도 평택시 신장2동(4122058000),5772,
경기도 평택시 신평동(4122059000),22814,
경기도 평택시 원평동(4122060000),10759,
경기도 평택시 통복동(4122061000),4163,
경기도 평택시 비전1동(4122062000),75790,
경기도 평택시 비전2동(4122063000),52977,
경기도 평택시 용이동(4122063500),24820,
경기도 평택시 세교동(4122064000),26330,
경기도 동두천시 (4125000000),94191,
경기도 동두천시 생연1동(4125051000),6933,
경기도 동두천시 생연2동(4125052000),11505,
경기도 동두천시 중앙동(4125053500),5178,
경기도 동두천시 보산동(4125055000),3136,
경기도 동두천시 불현동(4125056500),27900,
경기도 동두천시 송내동(4125056600),25881,
경기도 동두천시 소요동(4125058000),8619,
경기도 동두천시 상패동(4125060000),5039,
경기도 안산시 (4127000000),653575,
경기도 안산시 상록구 (4127100000),348512,
경기도 안산시 상록구 일동(4127151000),25652,
경기도 안산시 상록구 이동(4127151500),24678,
경기도 안산시 상록구 사동(4127152500),33853,
경기도 안산시 상록구 사이동(4127153200),33341,
경기도 안산시 상록구 해양동(4127153700),27358,
경기도 안산시 상록구 본오1동(4127154000),38927,
경기도 안산시 상록구 본오2동(4127155000),27327,
경기도 안산시 상록구 본오3동(4127156000),20605,
경기도 안산시 상록구 부곡동(4127157000),22264,
경기도 안산시 상록구 월피동(4127158000),39514,
경기도 안산시 상록구 성포동(4127159000),27477,
경기도 안산시 상록구 반월동(4127160000),18289,
경기도 안산시 상록구 안산동(4127161000),9227,
경기도 안산시 단원구 (4127300000),305063,
경기도 안산시 단원구 와동(4127351000),38948,
경기도 안산시 단원구 고잔동(4127352500),22237,
경기도 안산시 단원구 중앙동(4127353200),25814,
경기도 안산시 단원구 호수동(4127353500),44962,
경기도 안산시 단원구 원곡동(4127354500),6457,
경기도 안산시 단원구 백운동(4127355500),18675,
경기도 안산시 단원구 신길동(4127356500),22797,
경기도 안산시 단원구 초지동(4127357000),47433,
경기도 안산시 단원구 선부1동(4127358000),15498,
경기도 안산시 단원구 선부2동(4127359000),17597,
경기도 안산시 단원구 선부3동(4127360000),36074,
경기도 안산시 단원구 대부동(4127361000),8571,
경기도 고양시 (4128000000),1074853,
경기도 고양시 덕양구 (4128100000),472467,
경기도 고양시 덕양구 주교동(4128151000),15485,
경기도 고양시 덕양구 원신동(4128152000),23874,
경기도 고양시 덕양구 흥도동(4128153000),44531,
경기도 고양시 덕양구 성사1동(4128154000),21927,
경기도 고양시 덕양구 성사2동(4128155000),11646,
경기도 고양시 덕양구 효자동(4128156000),10764,
경기도 고양시 덕양구 삼송동(4128157500),22121,
경기도 고양시 덕양구 창릉동(4128158000),20291,
경기도 고양시 덕양구 고양동(4128159000),30861,
경기도 고양시 덕양구 관산동(4128160000),36563,
경기도 고양시 덕양구 능곡동(4128161000),15913,
경기도 고양시 덕양구 화정1동(4128162100),38573,
경기도 고양시 덕양구 화정2동(4128162200),33846,
경기도 고양시 덕양구 행주동(4128163000),19661,
경기도 고양시 덕양구 행신1동(4128164000),22503,
경기도 고양시 덕양구 행신2동(4128165000),32944,
경기도 고양시 덕양구 행신3동(4128165500),46662,
경기도 고양시 덕양구 화전동(4128166000),21664,
경기도 고양시 덕양구 대덕동(4128167000),2638,
경기도 고양시 일산동구 (4128500000),299276,
경기도 고양시 일산동구 식사동(4128551000),34447,
