행정구역,2020년04월_총인구수,Column1
부산광역시 해운대구 중제1동(2635053000),24414,
부산광역시 해운대구 중제2동(2635054000),15921,
부산광역시 해운대구 좌제1동(2635055100),18456,
부산광역시 해운대구 좌제2동(2635055200),32572,
부산광역시 해운대구 좌제3동(2635055300),16825,
부산광역시 해운대구 좌제4동(2635055400),23903,
부산광역시 해운대구 송정동(2635056000),10181,
부산광역시 해운대구 반여제1동(2635057000),35655,
부산광역시 해운대구 반여제2동(2635058000),13666,
부산광역시 해운대구 반여제3동(2635059000),9335,
부산광역시 해운대구 반여제4동(2635059500),16602,
부산광역시 해운대구 반송제1동(2635061000),14908,
부산광역시 해운대구 반송제2동(2635062000),24861,
부산광역시 해운대구 재송제1동(2635065000),38312,
부산광역시 해운대구 재송제2동(2635066000),26368,
부산광역시 사하구 (2638000000),318196,
부산광역시 사하구 괴정제1동(2638051000),20506,
부산광역시 사하구 괴정제2동(2638052000),14706,
부산광역시 사하구 괴정제3동(2638053000),13221,
부산광역시 사하구 괴정제4동(2638054000),11645,
부산광역시 사하구 당리동(2638055000),27961,
부산광역시 사하구 하단제1동(2638056100),22214,
부산광역시 사하구 하단제2동(2638056200),25862,
부산광역시 사하구 신평제1동(2638057100),18051,
부산광역시 사하구 신평제2동(2638057200),16259,
부산광역시 사하구 장림제1동(2638058000),11848,
부산광역시 사하구 장림제2동(2638059000),28025,
부산광역시 사하구 다대제1동(2638060100),40641,
부산광역시 사하구 다대제2동(2638060200),28758,
부산광역시 사하구 구평동(2638061000),11781,
부산광역시 사하구 감천제1동(2638062000),19992,
부산광역시 사하구 감천제2동(2638063000),6726,
부산광역시 금정구 (2641000000),236904,
부산광역시 금정구 서제1동(2641051000),6420,
부산광역시 금정구 서제2동(2641052000),10255,
부산광역시 금정구 서제3동(2641053000),11623,
부산광역시 금정구 금사회동동(2641055500),8671,
부산광역시 금정구 부곡제1동(2641057000),8874,
부산광역시 금정구 부곡제2동(2641058000),17060,
부산광역시 금정구 부곡제3동(2641059000),17109,
부산광역시 금정구 부곡제4동(2641059100),13428,
부산광역시 금정구 장전제1동(2641060000),17999,
부산광역시 금정구 장전제2동(2641061000),27895,
부산광역시 금정구 선두구동(2641063500),2402,
부산광역시 금정구 청룡노포동(2641066500),10188,
부산광역시 금정구 남산동(2641067000),30172,
부산광역시 금정구 구서제1동(2641068000),19458,
부산광역시 금정구 구서제2동(2641069000),34240,
부산광역시 금정구 금성동(2641070000),1110,
부산광역시 강서구 (2644000000),131235,
부산광역시 강서구 대저1동(2644051000),6850,
부산광역시 강서구 대저2동(2644052000),7303,
부산광역시 강서구 강동동(2644053000),4607,
부산광역시 강서구 명지1동(2644053500),43402,
부산광역시 강서구 명지2동(2644054500),30760,
부산광역시 강서구 가락동(2644055000),2523,
부산광역시 강서구 녹산동(2644056000),32272,
부산광역시 강서구 가덕도동(2644058000),3518,
부산광역시 연제구 (2647000000),210086,
부산광역시 연제구 거제제1동(2647061000),30302,
부산광역시 연제구 거제제2동(2647062000),12789,
부산광역시 연제구 거제제3동(2647063000),10535,
부산광역시 연제구 거제제4동(2647064000),10962,
부산광역시 연제구 연산제1동(2647065000),16821,
부산광역시 연제구 연산제2동(2647066000),18153,
부산광역시 연제구 연산제3동(2647067000),7739,
부산광역시 연제구 연산제4동(2647068000),17145,
부산광역시 연제구 연산제5동(2647069000),16449,
부산광역시 연제구 연산제6동(2647070000),17560,
부산광역시 연제구 연산제8동(2647072000),14825,
부산광역시 연제구 연산제9동(2647073000),36806,
부산광역시 수영구 (2650000000),176984,
부산광역시 수영구 남천제1동(2650066000),14128,
부산광역시 수영구 남천제2동(2650067000),12475,
부산광역시 수영구 수영동(2650073000),15162,
부산광역시 수영구 망미제1동(2650074000),28349,
부산광역시 수영구 망미제2동(2650075000),11864,
부산광역시 수영구 광안제1동(2650076000),26230,
부산광역시 수영구 광안제2동(2650077000),18860,
부산광역시 수영구 광안제3동(2650078000),10342,
부산광역시 수영구 광안제4동(2650079000),11098,
부산광역시 수영구 민락동(2650080000),28476,
부산광역시 사상구 (2653000000),216507,
부산광역시 사상구 삼락동(2653058000),6154,
부산광역시 사상구 모라제1동(2653059100),28657,
부산광역시 사상구 모라제3동(2653059300),11355,
부산광역시 사상구 덕포제1동(2653060000),9153,
부산광역시 사상구 덕포제2동(2653061000),13501,
부산광역시 사상구 괘법동(2653062000),21810,
부산광역시 사상구 감전동(2653064500),14105,
부산광역시 사상구 주례제1동(2653065000),15919,
부산광역시 사상구 주례제2동(2653066000),23704,
부산광역시 사상구 주례제3동(2653066100),13602,
부산광역시 사상구 학장동(2653067000),29817,
부산광역시 사상구 엄궁동(2653068000),28730,
부산광역시 기장군 (2671000000),168132,
부산광역시 기장군 기장읍(2671025000),54160,
부산광역시 기장군 장안읍(2671025300),8811,
부산광역시 기장군 정관읍(2671025600),82373,
부산광역시 기장군 일광면(2671031000),14578,
부산광역시 기장군 철마면(2671033000),8210,
대구광역시  (2700000000),2431523,
대구광역시 중구 (2711000000),76955,
대구광역시 중구 동인동(2711051700),8957,
대구광역시 중구 삼덕동(2711054500),6719,
대구광역시 중구 성내1동(2711056500),5038,
대구광역시 중구 성내2동(2711057500),4643,
대구광역시 중구 성내3동(2711058500),5246,
대구광역시 중구 대신동(2711059500),8247,
대구광역시 중구 남산1동(2711064000),5220,
대구광역시 중구 남산2동(2711065000),3434,
대구광역시 중구 남산3동(2711066000),7126,
대구광역시 중구 남산4동(2711067000),12115,
대구광역시 중구 대봉1동(2711068000),7689,
대구광역시 중구 대봉2동(2711069000),2521,
대구광역시 동구 (2714000000),343568,
대구광역시 동구 신암1동(2714051000),7940,
대구광역시 동구 신암2동(2714052000),11191,
대구광역시 동구 신암3동(2714053000),8958,
대구광역시 동구 신암4동(2714054000),13483,
대구광역시 동구 신암5동(2714054100),6674,
대구광역시 동구 신천1.2동(2714055500),13524,
대구광역시 동구 신천3동(2714057000),12722,
대구광역시 동구 신천4동(2714058000),7733,
대구광역시 동구 효목1동(2714059000),14421,
대구광역시 동구 효목2동(2714060000),15152,
대구광역시 동구 도평동(2714061500),4268,
대구광역시 동구 불로.봉무동(2714062000),26951,
대구광역시 동구 지저동(2714064000),10324,
대구광역시 동구 동촌동(2714065500),16239,
대구광역시 동구 방촌동(2714067000),18692,
대구광역시 동구 해안동(2714068500),15537,
대구광역시 동구 안심1동(2714072000),44277,
대구광역시 동구 안심2동(2714073000),10334,
대구광역시 동구 안심3.4동(2714074500),69672,
대구광역시 동구 공산동(2714076000),15476,
대구광역시 서구 (2717000000),173807,
대구광역시 서구 내당1동(2717051000),8881,
대구광역시 서구 내당2.3동(2717052500),10437,
대구광역시 서구 내당4동(2717054000),17277,
대구광역시 서구 비산1동(2717055000),9990,
대구광역시 서구 비산2.3동(2717056500),9877,
대구광역시 서구 비산4동(2717058000),10224,
대구광역시 서구 비산5동(2717059000),6577,
대구광역시 서구 비산6동(2717060000),7925,
대구광역시 서구 비산7동(2717061000),11090,
대구광역시 서구 평리1동(2717062000),8046,
대구광역시 서구 평리2동(2717063000),8284,
대구광역시 서구 평리3동(2717064000),10365,
대구광역시 서구 평리4동(2717065000),18472,
대구광역시 서구 평리5동(2717066000),2030,
대구광역시 서구 평리6동(2717066100),5448,
대구광역시 서구 상중이동(2717067500),20780,
대구광역시 서구 원대동(2717069500),8104,
대구광역시 남구 (2720000000),147905,
대구광역시 남구 이천동(2720051500),12678,
대구광역시 남구 봉덕1동(2720053000),9304,
대구광역시 남구 봉덕2동(2720054000),10945,
대구광역시 남구 봉덕3동(2720055000),17299,
대구광역시 남구 대명1동(2720056000),11707,
대구광역시 남구 대명2동(2720057100),11549,
대구광역시 남구 대명3동(2720058600),11213,
대구광역시 남구 대명4동(2720059000),11333,
대구광역시 남구 대명5동(2720060000),8251,
대구광역시 남구 대명6동(2720061000),9725,
대구광역시 남구 대명9동(2720064000),16000,
대구광역시 남구 대명10동(2720065000),9413,
대구광역시 남구 대명11동(2720066000),8488,
대구광역시 북구 (2723000000),436863,
대구광역시 북구 고성동(2723051000),4153,
대구광역시 북구 칠성동(2723052600),23645,
대구광역시 북구 침산1동(2723055000),4311,
대구광역시 북구 침산2동(2723056000),19682,
대구광역시 북구 침산3동(2723057000),20809,
대구광역시 북구 산격1동(2723061000),9764,
대구광역시 북구 산격2동(2723062000),11453,
대구광역시 북구 산격3동(2723063000),9035,
대구광역시 북구 산격4동(2723063100),8761,
대구광역시 북구 대현동(2723064500),18738,
대구광역시 북구 복현1동(2723067100),7502,
대구광역시 북구 복현2동(2723067200),27817,
대구광역시 북구 검단동(2723068000),7005,
대구광역시 북구 무태조야동(2723069500),30165,
대구광역시 북구 관문동(2723071500),37785,
대구광역시 북구 태전1동(2723072500),22564,
대구광역시 북구 태전2동(2723073500),25174,
대구광역시 북구 구암동(2723074500),37110,
대구광역시 북구 관음동(2723075000),17463,
대구광역시 북구 읍내동(2723077000),27397,
대구광역시 북구 동천동(2723078000),29570,
대구광역시 북구 노원동(2723079000),12556,
대구광역시 북구 국우동(2723080000),24404,
대구광역시 수성구 (2726000000),428125,
대구광역시 수성구 범어1동(2726051000),16668,
대구광역시 수성구 범어2동(2726052000),15566,
대구광역시 수성구 범어3동(2726053000),16547,
대구광역시 수성구 범어4동(2726054000),18862,
대구광역시 수성구 만촌1동(2726055000),23631,
대구광역시 수성구 만촌2동(2726056000),11726,
대구광역시 수성구 만촌3동(2726056100),20633,
대구광역시 수성구 수성1가동(2726057000),19007,
대구광역시 수성구 수성2.3가동(2726058000),12410,
대구광역시 수성구 수성4가동(2726059000),15496,
대구광역시 수성구 황금1동(2726060100),24673,
대구광역시 수성구 황금2동(2726060200),11409,
대구광역시 수성구 중동(2726061000),11568,
대구광역시 수성구 상동(2726062000),16952,
대구광역시 수성구 파동(2726063000),13250,
대구광역시 수성구 두산동(2726064000),14340,
대구광역시 수성구 지산1동(2726065100),23017,
대구광역시 수성구 지산2동(2726065200),19606,
대구광역시 수성구 범물1동(2726066100),11928,
대구광역시 수성구 범물2동(2726066200),15921,
대구광역시 수성구 고산1동(2726067000),31975,
대구광역시 수성구 고산2동(2726068000),28208,
대구광역시 수성구 고산3동(2726069000),34732,
대구광역시 달서구 (2729000000),567375,
대구광역시 달서구 성당동(2729051500),24527,
대구광역시 달서구 두류1.2동(2729053500),15562,
대구광역시 달서구 두류3동(2729055000),8949,
대구광역시 달서구 감삼동(2729055500),28142,
대구광역시 달서구 죽전동(2729056300),14779,
대구광역시 달서구 장기동(2729056800),17798,
대구광역시 달서구 용산1동(2729057100),32160,
대구광역시 달서구 용산2동(2729057200),29926,
대구광역시 달서구 이곡1동(2729057600),23964,
대구광역시 달서구 이곡2동(2729057700),16899,
대구광역시 달서구 신당동(2729058500),31908,
대구광역시 달서구 본리동(2729059000),22094,
대구광역시 달서구 월성1동(2729060100),44160,
